Year,Month,Sector,Report_Type,Province,Count,Amount,Date,Postal_Code_Prefix
2024,7,Casinos,Electronic Funds Transfer Report,Yukon,14,1310.38,2024-07-01,Y7J
2015,12,Money Services Businesses,Casino Disbursement Report,Nunavut,13,38867.07,2015-12-01,T6T
2023,3,Securities Dealers,Electronic Funds Transfer Report,Alberta,10,20041.98,2023-03-01,R2P
2024,7,Banking,Electronic Funds Transfer Report,Ontario,19,1144.38,2024-07-01,V0L
2022,9,Money Services Businesses,Large Cash Transaction Report,Yukon,8,9158.6,2022-09-01,H0C
2017,4,Banking,Large Cash Transaction Report,Ontario,10,3274.75,2017-04-01,B7C
2017,7,Money Services Businesses,Casino Disbursement Report,Newfoundland and Labrador,13,55900.63,2017-07-01,B9A
2024,1,Banking,Large Cash Transaction Report,New Brunswick,4,18879.8,2024-01-01,K9Z
2018,2,Money Services Businesses,Electronic Funds Transfer Report,Manitoba,4,11997.49,2018-02-01,K3V
2018,8,Securities Dealers,Large Cash Transaction Report,Yukon,6,4865.85,2018-08-01,E9X
2016,3,Money Services Businesses,Large Cash Transaction Report,Quebec,7,2847.86,2016-03-01,A9V
2018,5,Banking,Large Cash Transaction Report,Nova Scotia,5,19893.32,2018-05-01,G4G
2016,8,Banking,Electronic Funds Transfer Report,Nunavut,9,5695.53,2016-08-01,K0T
2021,5,Banking,Large Cash Transaction Report,Ontario,10,11031.74,2021-05-01,M9A
2019,12,Securities Dealers,Suspicious Transaction Report,Northwest Territories,9,4701.19,2019-12-01,H0A
2021,1,Banking,Suspicious Transaction Report,Newfoundland and Labrador,10,3535.65,2021-01-01,L5V
2020,2,Banking,Large Cash Transaction Report,Ontario,16,14640.01,2020-02-01,A6G
2016,10,Banking,Suspicious Transaction Report,British Columbia,12,33900.87,2016-10-01,X1N
2016,11,Life Insurance,Large Cash Transaction Report,Saskatchewan,11,5303.12,2016-11-01,B3R
2015,3,Money Services Businesses,Electronic Funds Transfer Report,Alberta,5,6100.82,2015-03-01,X3X
2015,10,Accountants,Casino Disbursement Report,Quebec,9,2271.87,2015-10-01,E9J
2019,2,Securities Dealers,Large Cash Transaction Report,Manitoba,10,3676.08,2019-02-01,B9N
2019,9,Banking,Suspicious Transaction Report,Prince Edward Island,9,4075.88,2019-09-01,S4B
2021,5,Money Services Businesses,Large Cash Transaction Report,Ontario,19,15432.21,2021-05-01,V3H
2015,1,Securities Dealers,Large Cash Transaction Report,Ontario,11,7728.58,2015-01-01,G3Y
2019,11,Money Services Businesses,Suspicious Transaction Report,Northwest Territories,8,4816.0,2019-11-01,R9C
2016,11,Casinos,Suspicious Transaction Report,Saskatchewan,10,46585.07,2016-11-01,V9T
2024,11,Securities Dealers,Suspicious Transaction Report,Northwest Territories,13,19118.78,2024-11-01,P4Y
2015,12,Securities Dealers,Large Cash Transaction Report,Newfoundland and Labrador,7,130.96,2015-12-01,V7K
2021,8,Life Insurance,Suspicious Transaction Report,Prince Edward Island,9,924.06,2021-08-01,R7E
2017,3,Life Insurance,Suspicious Transaction Report,Nova Scotia,6,3203.99,2017-03-01,N4N
2023,11,Securities Dealers,Electronic Funds Transfer Report,Prince Edward Island,8,1787.45,2023-11-01,G5J
2019,9,Banking,Electronic Funds Transfer Report,Alberta,10,10526.42,2019-09-01,B4G
2019,9,Notaries,Suspicious Transaction Report,New Brunswick,6,14549.6,2019-09-01,K2C
2019,12,Securities Dealers,Suspicious Transaction Report,Ontario,10,5326.83,2019-12-01,M2R
2023,6,Banking,Large Cash Transaction Report,Yukon,10,9572.0,2023-06-01,H8Z
2024,4,Notaries,Suspicious Transaction Report,Manitoba,10,1267.58,2024-04-01,C2B
2015,12,Real Estate,Large Cash Transaction Report,Quebec,10,1057.03,2015-12-01,E6V
2019,12,Banking,Suspicious Transaction Report,Northwest Territories,14,1739.3,2019-12-01,E2J
2024,9,Banking,Suspicious Transaction Report,British Columbia,10,46438.37,2024-09-01,A6J
2020,11,Life Insurance,Suspicious Transaction Report,Prince Edward Island,9,3613.83,2020-11-01,M0L
2023,9,Banking,Suspicious Transaction Report,Alberta,8,25637.57,2023-09-01,J7H
2017,2,Banking,Electronic Funds Transfer Report,Ontario,11,18676.43,2017-02-01,E3B
2015,10,Accountants,Electronic Funds Transfer Report,Manitoba,14,11217.59,2015-10-01,X1K
2022,6,Money Services Businesses,Casino Disbursement Report,Prince Edward Island,15,12622.82,2022-06-01,M2L
2023,11,Life Insurance,Large Cash Transaction Report,Saskatchewan,7,425.9,2023-11-01,C5S
2020,4,Life Insurance,Large Cash Transaction Report,Northwest Territories,12,9176.48,2020-04-01,S2P
2019,3,Life Insurance,Suspicious Transaction Report,Ontario,10,3904.07,2019-03-01,X4E
2022,10,Casinos,Large Cash Transaction Report,Yukon,15,33175.39,2022-10-01,L6G
2020,6,Securities Dealers,Casino Disbursement Report,Alberta,11,26334.35,2020-06-01,Y6N
2020,11,Life Insurance,Suspicious Transaction Report,Quebec,7,25795.8,2020-11-01,X2G
2023,12,Life Insurance,Large Cash Transaction Report,Ontario,12,41505.23,2023-12-01,C6R
2023,8,Casinos,Suspicious Transaction Report,Manitoba,9,4371.11,2023-08-01,J1S
2015,9,Life Insurance,Electronic Funds Transfer Report,Nunavut,12,13622.94,2015-09-01,A9E
2016,12,Real Estate,Large Cash Transaction Report,Northwest Territories,10,7049.38,2016-12-01,C2E
2015,9,Banking,Electronic Funds Transfer Report,Ontario,11,5328.82,2015-09-01,M4J
2016,2,Banking,Suspicious Transaction Report,New Brunswick,16,29258.34,2016-02-01,E5J
2017,8,Banking,Casino Disbursement Report,Quebec,7,4735.05,2017-08-01,E3V
2016,11,Banking,Suspicious Transaction Report,Manitoba,14,1458.34,2016-11-01,R3R
2020,8,Banking,Suspicious Transaction Report,British Columbia,9,56765.3,2020-08-01,H0B
2018,5,Banking,Suspicious Transaction Report,Saskatchewan,9,1334.98,2018-05-01,X5W
2019,4,Notaries,Suspicious Transaction Report,Saskatchewan,3,8335.26,2019-04-01,C6N
2024,9,Banking,Suspicious Transaction Report,New Brunswick,11,9655.84,2024-09-01,A2K
2023,4,Securities Dealers,Large Cash Transaction Report,Northwest Territories,9,14659.25,2023-04-01,E2J
2016,12,Real Estate,Electronic Funds Transfer Report,Manitoba,13,13143.49,2016-12-01,V8H
2017,10,Banking,Electronic Funds Transfer Report,Manitoba,9,6546.11,2017-10-01,R5J
2024,4,Banking,Large Cash Transaction Report,Manitoba,10,9244.33,2024-04-01,G5J
2015,3,Banking,Suspicious Transaction Report,Newfoundland and Labrador,9,28926.43,2015-03-01,P2W
2016,10,Banking,Suspicious Transaction Report,Quebec,13,5169.62,2016-10-01,V8K
2015,12,Accountants,Large Cash Transaction Report,British Columbia,12,10586.9,2015-12-01,T6N
2023,3,Real Estate,Electronic Funds Transfer Report,Alberta,10,430.77,2023-03-01,X6P
2017,3,Real Estate,Large Cash Transaction Report,Yukon,19,32668.22,2017-03-01,P1P
2017,11,Real Estate,Large Cash Transaction Report,Nova Scotia,8,3140.96,2017-11-01,B9M
2021,7,Banking,Suspicious Transaction Report,Prince Edward Island,2,13323.12,2021-07-01,S7M
2015,5,Life Insurance,Large Cash Transaction Report,Nunavut,11,2717.28,2015-05-01,S3T
2023,9,Life Insurance,Large Cash Transaction Report,Ontario,5,10033.93,2023-09-01,G7T
2021,2,Casinos,Large Cash Transaction Report,British Columbia,14,2774.92,2021-02-01,P7J
2023,4,Banking,Suspicious Transaction Report,Prince Edward Island,6,1370.01,2023-04-01,L2A
2022,2,Securities Dealers,Suspicious Transaction Report,Nova Scotia,15,13589.22,2022-02-01,P1W
2019,11,Banking,Casino Disbursement Report,New Brunswick,7,17344.79,2019-11-01,L9K
2017,8,Banking,Large Cash Transaction Report,Quebec,10,1057.56,2017-08-01,P4H
2023,4,Money Services Businesses,Electronic Funds Transfer Report,Northwest Territories,10,3300.94,2023-04-01,M2K
2019,1,Banking,Suspicious Transaction Report,British Columbia,11,3140.14,2019-01-01,S0X
2023,10,Securities Dealers,Large Cash Transaction Report,Nova Scotia,17,6565.62,2023-10-01,V0C
2017,3,Money Services Businesses,Suspicious Transaction Report,Yukon,10,6176.14,2017-03-01,M9G
2020,12,Banking,Suspicious Transaction Report,Nova Scotia,15,8557.74,2020-12-01,M8Z
2016,7,Banking,Large Cash Transaction Report,British Columbia,9,2339.71,2016-07-01,B5L
2017,12,Accountants,Large Cash Transaction Report,Prince Edward Island,14,5791.48,2017-12-01,Y9T
2016,3,Life Insurance,Suspicious Transaction Report,Manitoba,11,10400.39,2016-03-01,L0V
2016,5,Money Services Businesses,Suspicious Transaction Report,Nova Scotia,14,42801.47,2016-05-01,H6R
2019,2,Real Estate,Large Cash Transaction Report,British Columbia,21,30827.8,2019-02-01,A2L
2024,8,Banking,Suspicious Transaction Report,New Brunswick,7,16283.98,2024-08-01,B0W
2018,4,Banking,Suspicious Transaction Report,Nunavut,7,888.1,2018-04-01,N7X
2018,1,Banking,Electronic Funds Transfer Report,Alberta,13,1978.54,2018-01-01,J0X
2022,12,Securities Dealers,Electronic Funds Transfer Report,Northwest Territories,19,23577.24,2022-12-01,E0C
2020,4,Money Services Businesses,Electronic Funds Transfer Report,Nova Scotia,14,2213.56,2020-04-01,X5P
2024,8,Banking,Large Cash Transaction Report,Quebec,10,4607.47,2024-08-01,R8Z
2016,9,Banking,Suspicious Transaction Report,Manitoba,9,16974.56,2016-09-01,S9B
2015,1,Real Estate,Electronic Funds Transfer Report,Saskatchewan,14,1413.48,2015-01-01,M0L
2019,6,Securities Dealers,Suspicious Transaction Report,Yukon,14,12460.79,2019-06-01,J9V
2021,4,Notaries,Large Cash Transaction Report,Yukon,14,753.02,2021-04-01,V1R
2019,11,Banking,Suspicious Transaction Report,Ontario,6,4708.08,2019-11-01,X2E
2018,8,Money Services Businesses,Large Cash Transaction Report,Northwest Territories,8,8852.31,2018-08-01,X7E
2019,1,Real Estate,Electronic Funds Transfer Report,Newfoundland and Labrador,12,7699.91,2019-01-01,S0X
2024,5,Real Estate,Large Cash Transaction Report,Newfoundland and Labrador,12,23284.79,2024-05-01,B9C
2022,1,Banking,Large Cash Transaction Report,Alberta,9,14616.76,2022-01-01,Y3W
2019,4,Banking,Casino Disbursement Report,Manitoba,6,10924.34,2019-04-01,B5L
2023,12,Banking,Suspicious Transaction Report,Newfoundland and Labrador,9,15026.09,2023-12-01,N9H
2024,2,Money Services Businesses,Suspicious Transaction Report,Prince Edward Island,16,16362.61,2024-02-01,N8N
2021,10,Securities Dealers,Casino Disbursement Report,Northwest Territories,11,27155.57,2021-10-01,K5X
2016,9,Money Services Businesses,Large Cash Transaction Report,Quebec,16,3803.57,2016-09-01,P5M
2023,2,Banking,Large Cash Transaction Report,Manitoba,10,20971.58,2023-02-01,C6L
2016,4,Securities Dealers,Large Cash Transaction Report,Alberta,15,10694.25,2016-04-01,X6Z
2020,3,Banking,Suspicious Transaction Report,Quebec,7,14408.14,2020-03-01,P7H
2022,1,Real Estate,Suspicious Transaction Report,Quebec,9,2329.92,2022-01-01,C8P
2016,12,Life Insurance,Suspicious Transaction Report,Newfoundland and Labrador,8,1828.51,2016-12-01,R3G
2020,1,Securities Dealers,Suspicious Transaction Report,Prince Edward Island,12,22360.16,2020-01-01,P6Z
2019,2,Money Services Businesses,Large Cash Transaction Report,Nunavut,11,2999.91,2019-02-01,R6H
2021,8,Banking,Suspicious Transaction Report,New Brunswick,5,9703.17,2021-08-01,R9C
2024,2,Money Services Businesses,Large Cash Transaction Report,Prince Edward Island,16,3584.23,2024-02-01,J3L
2019,1,Banking,Suspicious Transaction Report,Prince Edward Island,13,2166.96,2019-01-01,K6Y
2017,6,Life Insurance,Suspicious Transaction Report,New Brunswick,8,14333.27,2017-06-01,R5G
2020,1,Money Services Businesses,Suspicious Transaction Report,New Brunswick,13,18791.27,2020-01-01,T3X
2021,10,Banking,Large Cash Transaction Report,Manitoba,14,1707.79,2021-10-01,P1B
2015,9,Securities Dealers,Suspicious Transaction Report,Alberta,10,4591.61,2015-09-01,X6W
2022,6,Banking,Large Cash Transaction Report,Prince Edward Island,12,2677.67,2022-06-01,L0Y
2022,10,Banking,Suspicious Transaction Report,Yukon,8,12301.88,2022-10-01,C6S
2018,6,Accountants,Suspicious Transaction Report,British Columbia,13,16127.93,2018-06-01,H5B
2022,1,Securities Dealers,Electronic Funds Transfer Report,Quebec,12,56.73,2022-01-01,K2X
2017,7,Securities Dealers,Suspicious Transaction Report,Prince Edward Island,6,597.94,2017-07-01,P9Y
2019,3,Money Services Businesses,Casino Disbursement Report,Manitoba,10,4283.44,2019-03-01,H6V
2017,1,Securities Dealers,Casino Disbursement Report,New Brunswick,16,10968.83,2017-01-01,Y2V
2016,9,Securities Dealers,Large Cash Transaction Report,Manitoba,6,3894.49,2016-09-01,N5B
2019,8,Banking,Large Cash Transaction Report,Nova Scotia,12,6789.06,2019-08-01,H0Z
2022,4,Money Services Businesses,Electronic Funds Transfer Report,Manitoba,10,6248.16,2022-04-01,H3W
2023,3,Life Insurance,Electronic Funds Transfer Report,Prince Edward Island,12,10967.23,2023-03-01,J3L
2019,2,Casinos,Electronic Funds Transfer Report,Newfoundland and Labrador,10,25229.86,2019-02-01,S8T
2017,2,Banking,Suspicious Transaction Report,New Brunswick,5,28464.04,2017-02-01,T2L
2017,11,Banking,Suspicious Transaction Report,New Brunswick,10,7745.64,2017-11-01,T5K
2022,3,Real Estate,Suspicious Transaction Report,Ontario,11,3057.85,2022-03-01,M0R
2017,1,Money Services Businesses,Suspicious Transaction Report,Manitoba,10,7923.08,2017-01-01,K8B
2023,12,Accountants,Suspicious Transaction Report,Newfoundland and Labrador,10,10860.79,2023-12-01,M0B
2024,10,Securities Dealers,Large Cash Transaction Report,Northwest Territories,7,2534.5,2024-10-01,B5Z
2015,7,Securities Dealers,Large Cash Transaction Report,New Brunswick,5,9609.0,2015-07-01,M0B
2015,2,Banking,Electronic Funds Transfer Report,Ontario,14,2281.39,2015-02-01,T6G
2019,12,Banking,Suspicious Transaction Report,Newfoundland and Labrador,10,3196.23,2019-12-01,L8K
2018,6,Securities Dealers,Suspicious Transaction Report,Prince Edward Island,6,2045.79,2018-06-01,V9T
2017,12,Banking,Large Cash Transaction Report,Ontario,10,15370.7,2017-12-01,R8A
2015,6,Securities Dealers,Large Cash Transaction Report,Manitoba,5,2451.68,2015-06-01,H2P
2021,11,Real Estate,Large Cash Transaction Report,Prince Edward Island,7,13076.72,2021-11-01,K4G
2015,4,Banking,Suspicious Transaction Report,Ontario,9,2405.25,2015-04-01,T0M
2020,4,Banking,Electronic Funds Transfer Report,New Brunswick,10,1776.73,2020-04-01,T2T
2024,1,Accountants,Large Cash Transaction Report,Northwest Territories,14,5531.55,2024-01-01,P4J
2016,11,Banking,Large Cash Transaction Report,Quebec,14,3465.73,2016-11-01,R1B
2018,6,Securities Dealers,Suspicious Transaction Report,Saskatchewan,9,3834.59,2018-06-01,A5J
2022,8,Real Estate,Electronic Funds Transfer Report,Quebec,9,6618.4,2022-08-01,C9M
2017,10,Banking,Suspicious Transaction Report,Quebec,9,4567.99,2017-10-01,L6B
2023,4,Real Estate,Suspicious Transaction Report,Ontario,9,5098.08,2023-04-01,H3B
2019,1,Money Services Businesses,Electronic Funds Transfer Report,Saskatchewan,13,7624.3,2019-01-01,C5S
2020,4,Banking,Large Cash Transaction Report,Manitoba,16,8439.86,2020-04-01,X9X
2016,2,Real Estate,Suspicious Transaction Report,Alberta,11,8467.39,2016-02-01,L4B
2015,4,Money Services Businesses,Electronic Funds Transfer Report,Nunavut,11,2583.17,2015-04-01,G0Z
2019,8,Money Services Businesses,Large Cash Transaction Report,Alberta,9,32029.83,2019-08-01,C0B
2015,3,Securities Dealers,Electronic Funds Transfer Report,Newfoundland and Labrador,12,34774.42,2015-03-01,S6T
2018,12,Banking,Electronic Funds Transfer Report,Northwest Territories,8,20674.18,2018-12-01,P8Z
2022,5,Banking,Suspicious Transaction Report,Quebec,17,6741.45,2022-05-01,H4Y
2016,10,Banking,Large Cash Transaction Report,Prince Edward Island,3,54589.05,2016-10-01,R5G
2020,11,Banking,Suspicious Transaction Report,Nova Scotia,6,6501.43,2020-11-01,G4S
2024,2,Banking,Large Cash Transaction Report,Manitoba,9,13430.55,2024-02-01,S3N
2019,9,Banking,Suspicious Transaction Report,Prince Edward Island,8,9528.85,2019-09-01,H8Z
2015,3,Banking,Large Cash Transaction Report,Yukon,7,15281.88,2015-03-01,S0B
2022,1,Banking,Electronic Funds Transfer Report,Newfoundland and Labrador,9,9024.86,2022-01-01,S5J
2019,7,Money Services Businesses,Casino Disbursement Report,Alberta,9,3946.51,2019-07-01,P6E
2023,11,Banking,Suspicious Transaction Report,Saskatchewan,11,3580.13,2023-11-01,N5V
2016,5,Securities Dealers,Suspicious Transaction Report,Yukon,13,37065.73,2016-05-01,M7J
2020,9,Securities Dealers,Suspicious Transaction Report,Yukon,13,690.41,2020-09-01,T4A
2021,3,Real Estate,Suspicious Transaction Report,Quebec,8,1150.08,2021-03-01,H3M
2015,11,Money Services Businesses,Large Cash Transaction Report,Ontario,5,5343.88,2015-11-01,E7G
2024,1,Casinos,Casino Disbursement Report,Nunavut,17,4547.88,2024-01-01,S7P
2018,7,Money Services Businesses,Suspicious Transaction Report,Ontario,10,13656.47,2018-07-01,S7P
2016,8,Banking,Large Cash Transaction Report,Alberta,13,10545.67,2016-08-01,S7G
2021,11,Securities Dealers,Large Cash Transaction Report,Northwest Territories,11,9804.21,2021-11-01,M5N
2017,2,Money Services Businesses,Suspicious Transaction Report,Newfoundland and Labrador,14,1869.08,2017-02-01,X8X
2023,2,Securities Dealers,Suspicious Transaction Report,British Columbia,14,1675.72,2023-02-01,S2Y
2022,9,Securities Dealers,Casino Disbursement Report,Nunavut,9,4845.8,2022-09-01,Y7Y
2024,4,Money Services Businesses,Suspicious Transaction Report,Yukon,16,4350.5,2024-04-01,E8L
2021,1,Banking,Large Cash Transaction Report,British Columbia,7,13107.37,2021-01-01,K5Y
2022,9,Casinos,Suspicious Transaction Report,Nunavut,15,5354.07,2022-09-01,B2Y
2015,9,Securities Dealers,Large Cash Transaction Report,Nunavut,6,4590.27,2015-09-01,K6Z
2024,6,Money Services Businesses,Suspicious Transaction Report,Nova Scotia,9,6.69,2024-06-01,X1J
2020,6,Notaries,Suspicious Transaction Report,New Brunswick,9,57027.35,2020-06-01,V5L
2021,9,Life Insurance,Suspicious Transaction Report,Northwest Territories,16,6192.92,2021-09-01,R9C
2021,2,Securities Dealers,Suspicious Transaction Report,Saskatchewan,10,5277.61,2021-02-01,H8Y
2023,9,Real Estate,Casino Disbursement Report,Ontario,10,22214.19,2023-09-01,T5G
2021,4,Money Services Businesses,Large Cash Transaction Report,Saskatchewan,6,20378.22,2021-04-01,T4X
2021,4,Securities Dealers,Electronic Funds Transfer Report,New Brunswick,9,1379.28,2021-04-01,V3L
2020,9,Real Estate,Casino Disbursement Report,Manitoba,14,909.45,2020-09-01,N1B
2017,7,Banking,Suspicious Transaction Report,New Brunswick,9,2300.1,2017-07-01,R8B
2020,12,Securities Dealers,Electronic Funds Transfer Report,Nunavut,10,13983.08,2020-12-01,P5S
2023,10,Banking,Electronic Funds Transfer Report,Ontario,10,1159.34,2023-10-01,G6Z
2024,12,Life Insurance,Large Cash Transaction Report,Nunavut,7,22187.84,2024-12-01,S2X
2017,5,Banking,Electronic Funds Transfer Report,Alberta,13,8766.01,2017-05-01,B7H
2017,8,Money Services Businesses,Suspicious Transaction Report,Nunavut,8,9429.23,2017-08-01,N0V
2021,12,Banking,Suspicious Transaction Report,Newfoundland and Labrador,6,4294.44,2021-12-01,C5A
2021,1,Banking,Suspicious Transaction Report,Prince Edward Island,8,15799.0,2021-01-01,P7A
2019,7,Notaries,Electronic Funds Transfer Report,Manitoba,10,23719.32,2019-07-01,M8L
2022,4,Banking,Suspicious Transaction Report,Yukon,6,427.01,2022-04-01,X7W
2022,2,Banking,Casino Disbursement Report,Prince Edward Island,6,10844.01,2022-02-01,B0G
2016,2,Banking,Suspicious Transaction Report,Nunavut,17,6304.04,2016-02-01,A6V
